CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
35028;PDIS02100V;PDRC02101T;DE NICOLA;IPC (S.A. DE NICOLA);PIOVE DI SACCO;IST  PROF  PER I SERVIZI COMMERCIALI;PDIS02100V@istruzione.it;VIA PARINI 10/C;PADOVA;VENETO;www.denicolapiovedisacco.gov.it;12.03371;45.301691
31015;TVIC86600A;TVAA866017;IC CONEGLIANO 3 A BRUSTOLON;S. TOFANO;CONEGLIANO;SCUOLA INFANZIA;TVIC86600A@istruzione.it;VIA RISORGIMENTO 12;TREVISO;VENETO;wwwcomprensivo3conegliano.it;12.2733714;45.8722535
31100;TVIC87200N;TVEE87203T;IC TREVISO 3  G.G.FELISSENT;S.GIOVANNI BOSCO;TREVISO;SCUOLA PRIMARIA;TVIC87200N@istruzione.it;STRADA CANIZZANO 61;TREVISO;VENETO;www.ic3felissent.gov.it;12.1957253;45.6418668
37066;VRIC85400Q;VREE85402V;IC  SOMMACAMPAGNA;CASELLE S. DOMENICO SAVIO;SOMMACAMPAGNA;SCUOLA PRIMARIA;VRIC85400Q@istruzione.it;VIA ROMA 114;VERONA;VENETO;www.icsommacampagna.gov.it;10.900914;45.416398
45100;ROIC81900G;ROEE81901N;ROVIGO 4;DUCA D'AOSTA - ROVIGO;ROVIGO;SCUOLA PRIMARIA;ROIC81900G@istruzione.it;VIA GALLANI 20;ROVIGO;VENETO;www.comprensivorovigo4.it;11.7712154;45.0724027
30123;VEIC839002;VEEE839025;DANTE ALIGHIERI;RENIER MICHIEL;VENEZIA;SCUOLA PRIMARIA;VEIC839002@istruzione.it;SESTIERE DORSODURO 1184;VENEZIA;VENETO;www.alighierivenezia.eu;12.3258464;45.4342881
35030;PDIC858009;PDAA858027;DI CERVARESE SANTA CROCE;ROVOLON LOC.CARBONARA;ROVOLON;SCUOLA INFANZIA;PDIC858009@istruzione.it;VIA G. RODARI 11;PADOVA;VENETO;www.comprensivocervarese.it;11.899139;45.4854496
31030;TVIC82300C;TVEE82302G;IC CASIER;S. FRANCESCO D'ASSISI;CASIER;SCUOLA PRIMARIA;TVIC82300C@istruzione.it;VIA BASSE 1;TREVISO;VENETO;www.iccasier.gov.it;12.2911439;45.641143
37121;VRTD13000D;VRTD13000D;LORGNA-PINDEMONTE;LORGNA-PINDEMONTE;VERONA;ISTITUTO TECNICO COMMERCIALE;VRTD13000D@istruzione.it;CORSO CAVOUR 19;VERONA;VENETO;http://www.itcspindemonte.gov.it;10.9916158;45.4409229
36012;VIIC88600V;VIEE886022;IC  ASIAGO;MONTE ORTIGARA;ASIAGO;SCUOLA PRIMARIA;VIIC88600V@istruzione.it;VIA BERTACCHI 14;VICENZA;VENETO;www.icasiago.gov.it;11.513467;45.874935
36027;VIIC85700V;VIEE857011;IC ROSA' A.G.RONCALLI;ROSA' - TRAVETTORE -;ROSA';SCUOLA PRIMARIA;VIIC85700V@istruzione.it;VIA CONCORDIA 3;VICENZA;VENETO;www.scuolerosa.it;11.729765;45.73034
30027;VEPC06000T;VEPC06000T;EUGENIO MONTALE;EUGENIO MONTALE;SAN DONA' DI PIAVE;LICEO CLASSICO;VEPC06000T@istruzione.it;VIALE LIBERTA' N. 28;VENEZIA;VENETO;http://www.liceomontale.it;12.561119;45.631085
30029;VEIS021001;VERI02102N;C. SCARPA - E. MATTEI;ENRICO  MATTEI;SANTO STINO DI LIVENZA;IST PROF INDUSTRIA E ARTIGIANATO;VEIS021001@istruzione.it;VIA LEOPARDI N. 15;VENEZIA;VENETO;www.scarpamattei.it;12.6851329;45.729597
32044;BLIC82400X;BLIC82400X;IC PIEVE DI CADORE;IC PIEVE DI CADORE;PIEVE DI CADORE;ISTITUTO COMPRENSIVO;BLIC82400X@istruzione.it;P.LE MARTIRI DELLA LIBERTA' 3;BELLUNO;VENETO;Non Disponibile;12.3721677;46.4264533
36021;VIIC87300R;VIEE873053;IC RAMIRO FABIANI-BARBARANO;PR. G.ZANELLA - VILLAGA;VILLAGA;SCUOLA PRIMARIA;VIIC87300R@istruzione.it;VIA A. PALLADIO 2;VICENZA;VENETO;www.icsbarbarano.gov.it;11.5355329;45.378223
35020;PDIC874007;PDEE87404C;DI MONSELICE ZANELLATO;PERNUMIA A. BEOLCO;PERNUMIA;SCUOLA PRIMARIA;PDIC874007@istruzione.it;VIA BEOLCO 5;PADOVA;VENETO;www.zanellato-ics.it;11.790326;45.258926
30172;VEIC87200N;VEAA87201E;I.C. C. GIULIO  CESARE;C. BATTISTI;VENEZIA;SCUOLA INFANZIA;VEIC87200N@istruzione.it;VIA DANTE 64;VENEZIA;VENETO;www.scuolagiuliocesare.net/;12.2371519;45.4871419
31030;TVIC824008;TVMM82402A;IC LORIA E CASTELLO DI GODEGO;SMS CASTELLO DI GODEGO (I.C.);CASTELLO DI GODEGO;SCUOLA PRIMO GRADO;TVIC824008@istruzione.it;VIA PAOLO PIAZZA 3;TREVISO;VENETO;www.icloria.org;11.8838928;45.6929097
37053;VRIC85500G;VRAA85503E;IC CEREA;CEREA - SAN VITO;CEREA;SCUOLA INFANZIA;VRIC85500G@istruzione.it;VIA G. PASCOLI 57;VERONA;VENETO;www.icsommariva.gov.it;11.1987893;45.1930608
36064;VIIC85100X;VIIC85100X;IC MASON  DON L. MILANI;IC MASON  DON L. MILANI;MASON VICENTINO;ISTITUTO COMPRENSIVO;VIIC85100X@istruzione.it;VIA NOGAREDO 33;VICENZA;VENETO;Non Disponibile;11.6121421;45.7232704
37026;VRIC899009;VRIC899009;IC 01 PESCANTINA;IC 01 PESCANTINA;PESCANTINA;ISTITUTO COMPRENSIVO;VRIC899009@istruzione.it;VIA PONTE 154;VERONA;VENETO;Non Disponibile;10.86311;45.48004
37042;VRIC85300X;VRMM853011;IC CALDIERO;CALDIERO - A. PISANO;CALDIERO;SCUOLA PRIMO GRADO;VRIC85300X@istruzione.it;VIA        CONTI DA PRATO      9;VERONA;VENETO;www.iccaldiero.gov.it/website/;11.180757;45.413047
37063;VRIC86200P;VRAA86201G;IC ISOLA DELLA SCALA;ISOLA DELLA SCALA - A. PEZZO;ISOLA DELLA SCALA;SCUOLA INFANZIA;VRIC86200P@istruzione.it;VIA MARCONI 15;VERONA;VENETO;http://www.istitutocomprensivoisola.it;11.005275;45.2739361
45030;ROIC811001;ROAA81101T;COSTA DI ROVIGO;SCUOLA DELL'INFANZIA - VILLAMARZANA;VILLAMARZANA;SCUOLA INFANZIA;ROIC811001@istruzione.it;P.ZA 43 MARTIRI DI VILLAMARZANA 3;ROVIGO;VENETO;www.iccostadirovigo.oi;11.6934418;45.0142748
36100;VIIC86700D;VIEE86702L;IC VICENZA  8;IC VICENZA 8 - VIA CARTA;VICENZA;SCUOLA PRIMARIA;VIIC86700D@istruzione.it;VIA CARTA 3;VICENZA;VENETO;comprensivo8vicenza.it;11.52722;45.53506
36015;VIIC855007;VIIC855007;I.C.  A. FUSINATO SCHIO;I.C.  A. FUSINATO SCHIO;SCHIO;ISTITUTO COMPRENSIVO;VIIC855007@istruzione.it;VIA VECELLIO 22;VICENZA;VENETO;Non Disponibile;11.3675848;45.7136319
30010;VEIC816009;VEEE81601B;ALDO MORO;G. LEOPARDI;CAMPAGNA LUPIA;SCUOLA PRIMARIA;VEIC816009@istruzione.it;VIA 4 NOVEMBRE 5;VENEZIA;VENETO;www.aldomorocampagnalupia.gov.it;12.0788663;45.3822075
32032;BLIS009002;BLTA00901T;ANTONIO DELLA LUCIA;I.T.AG. A. DELLA LUCIA;FELTRE;ISTITUTO TECNICO AGRARIO;BLIS009002@istruzione.it;VIA DON GUANELLA;BELLUNO;VENETO;www.agrariofeltre.it;11.9420864;46.0324726
36063;VIIC884007;VIMM884018;ISTITUTO COMPRENSIVO  MAROSTICA;SMS  N.DALLE LASTE  MAROSTICA;MAROSTICA;SCUOLA PRIMO GRADO;VIIC884007@istruzione.it;VIA        N.DALLE LASTE 4;VICENZA;VENETO;www.icmarostica.gov.it;11.6564027;45.7425638
36027;VIIC85700V;VIEE857055;IC ROSA' A.G.RONCALLI;ROSA' - S. PIETRO -;ROSA';SCUOLA PRIMARIA;VIIC85700V@istruzione.it;VIA DOMIZIANA 16;VICENZA;VENETO;www.scuolerosa.it;11.7522023;45.7022699
36060;VIIC88900A;VIEE88902D;IC - ROMANO D'EZZELINO;ROMANO D'EZZ. - FELLETTE;ROMANO D'EZZELINO;SCUOLA PRIMARIA;VIIC88900A@istruzione.it;VIA GIOVANNI XXIII 53;VICENZA;VENETO;www.icromano.gov.it;11.7772837;45.7671029
30174;VEIC875005;VEAA875023;I.C.  L.SPALLANZANI;IL QUADRIFOGLIO;VENEZIA;SCUOLA INFANZIA;VEIC875005@istruzione.it;VIA S. MARIA GORETTI 1;VENEZIA;VENETO;www.spallanzanimestre5.gov.it;12.2671794;45.5065601
30123;VEIS02400C;VEIS02400C;M.POLO-LICEO ARTISTICO;M.POLO-LICEO ARTISTICO;VENEZIA;ISTITUTO SUPERIORE;VEIS02400C@istruzione.it;DORSODURO 1073;VENEZIA;VENETO;www.itisdavinci.it;12.3248032;45.432838
32026;BLIC80900T;BLMM80901V;IC  MEL MARCO DA MELO;MARCO DA MELO MEL;MEL;SCUOLA PRIMO GRADO;BLIC80900T@istruzione.it;VIA        S. ANDREA           4;BELLUNO;VENETO;www.comprensivomel.it;12.08336;46.0615499
35010;PDEE059007;PDEE059007;DI VIGONZA;DI VIGONZA;VIGONZA;SCUOLA PRIMARIA;PDEE059007@istruzione.it;VIA CAVOUR12;PADOVA;VENETO;Non Disponibile;11.9837356;45.4438175
36100;VITF02000X;VITF02000X;ITI  ALESSANDRO ROSSI;ITI  ALESSANDRO ROSSI;VICENZA;ISTITUTO TECNICO INDUSTRIALE;VITF02000X@istruzione.it;VIA LEGIONE GALLIENO 52;VICENZA;VENETO;www.itisrossi.gov.it;11.55518;45.5518
36030;VIIC82500B;VIEE82503G;IC LUGO DI VICENZA NODARI;FARA VICENTINO - CAP.;FARA VICENTINO;SCUOLA PRIMARIA;VIIC82500B@istruzione.it;VIA MARCONI;VICENZA;VENETO;www.icslugodivicenza.gov.it/;11.5037749;45.614742
35031;PDIC85000P;PDMM85001Q;ISTIT. COMPRENS. ABANO TERME;ABANO -VITTORINO DA FELTRE;ABANO TERME;SCUOLA PRIMO GRADO;PDIC85000P@istruzione.it;VIA SAN GIOVANNI BOSCO 1;PADOVA;VENETO;www.icsabano.it;11.7820472;45.3579269
35020;PDIC87000X;PDAA87001R;ISTITUTO COMPRENSIVO CODEVIGO;SC. DELL'INFANZIA DI CAMBROSO;CODEVIGO;SCUOLA INFANZIA;PDIC87000X@istruzione.it;VIA CAMBROSO 36/A;PADOVA;VENETO;www.istitutocomprensivodicodevigo.gov.it;12.08412;45.28709
35020;PDIC824006;PDEE824018;DI CORREZZOLA;CORREZZOLA - TOTI;CORREZZOLA;SCUOLA PRIMARIA;PDIC824006@istruzione.it;VIALE MELZI 11;PADOVA;VENETO;www.icscorrezzola.it;12.0663293;45.2364084
31035;TVIC85000R;TVMM85002V;IC PEDEROBBA;SMS CROCETTA ( IC PEDEROBBA );CROCETTA DEL MONTELLO;SCUOLA PRIMO GRADO;TVIC85000R@istruzione.it;VIA        BRENTELLONA         1 0423;TREVISO;VENETO;www.icpederobba.gov.it;12.036519;45.822193
31020;TVIC818001;TVEE818068;IC FOLLINA E TARZO;GIUSEPPE MAZZINI- REVINE LAGO;REVINE LAGO;SCUOLA PRIMARIA;TVIC818001@istruzione.it;VIA CELLE 6;TREVISO;VENETO;www.icfollinatarzo.gov.it;12.2373898;45.9941966
35030;PDIC858009;PDIC858009;DI CERVARESE SANTA CROCE;DI CERVARESE SANTA CROCE;CERVARESE SANTA CROCE;ISTITUTO COMPRENSIVO;PDIC858009@istruzione.it;VIA S. ANTONIO98;PADOVA;VENETO;Non Disponibile;11.7096689;45.4471414
37123;VRIC89200E;VREE89203P;IC VR 03 S.BERNARDINO-B.GO TN;BARBARANI BERTO;VERONA;SCUOLA PRIMARIA;VRIC89200E@istruzione.it;VIA DEL CARROCCIO 9;VERONA;VENETO;www.comprensivo03vr.gov.it;10.97654;45.44529
30174;VEIS004007;VERI00401V;LUIGI LUZZATTI;T.A. EDISON - A. VOLTA;VENEZIA;IST PROF INDUSTRIA E ARTIGIANATO;VEIS004007@istruzione.it;VIA ASSEGGIANO 49/E;VENEZIA;VENETO;www.luzzattigramsci.it;12.21007;45.49269
37129;VRIC88900P;VRMM88901Q;IC VR 18 VERONETTA- PORTO;VR N.18 - AOSTA FAVA;VERONA;SCUOLA PRIMO GRADO;VRIC88900P@istruzione.it;VIA G.TREZZA 13;VERONA;VENETO;www.comprensivovr18.it;11.0054121;45.4406725
36050;VIIC856003;VIEE856037;IC MONTEBELLO VICENTINO;ZERMEGHEDO;ZERMEGHEDO;SCUOLA PRIMARIA;VIIC856003@istruzione.it;VIA COSTEGGIOLA 56;VICENZA;VENETO;www.ic-montebello.gov.it;11.37046;45.47346
36015;VIIC843001;VIAA84302V;I.C.  3   IL TESSITORE;S. MARIA DEL PORNARO;SCHIO;SCUOLA INFANZIA;VIIC843001@istruzione.it;VIA S. MARIA;VICENZA;VENETO;www.iltessitore.it;11.5068829;45.755564
35132;PDIC88100A;PDIC88100A;IV IC DI PADOVA ROSMINI;IV IC DI PADOVA ROSMINI;PADOVA;ISTITUTO COMPRENSIVO;PDIC88100A@istruzione.it;VIA J. DA MONTAGNANA 91;PADOVA;VENETO;Non Disponibile;11.8869025;45.4194155
35020;PDIC824006;PDAA824035;DI CORREZZOLA;PONTECASALE;CANDIANA;SCUOLA INFANZIA;PDIC824006@istruzione.it;VIA ROMA 72;PADOVA;VENETO;www.icscorrezzola.it;11.9941123;45.2970072
30027;VETD030001;VETD03050A;LEON BATTISTA ALBERTI;LEON BATTISTA ALBERTI - SERALE;SAN DONA' DI PIAVE;ISTITUTO TECNICO COMMERCIALE;VETD030001@istruzione.it;VIA PERUGIA 1;VENEZIA;VENETO;www.istitutoalberti.it;12.5540797;45.6333098
30028;VEIC832007;VEEE832019;I.C. S.MICHELE AL TAGLIAMENTO;G. MARCONI- S.GIORGIO;SAN MICHELE AL TAGLIAMENTO;SCUOLA PRIMARIA;VEIC832007@istruzione.it;VIA NAZIONALE;VENEZIA;VENETO;www.icsanmichele.gov.it;12.9731502;45.7831232
31021;TVIC87800L;TVEE87803R;IC MOGLIANO 1;DANTE ALIGHIERI;MOGLIANO VENETO;SCUOLA PRIMARIA;TVIC87800L@istruzione.it;VIA TORINO 3;TREVISO;VENETO;WWW.ISTITUTOCOMPRENSIVO1MOGLIANOVENETO.IT;12.2261;45.56264
31030;TVIC84400D;TVEE84403N;IC ALTIVOLE;S. PIO X;ALTIVOLE;SCUOLA PRIMARIA;TVIC84400D@istruzione.it;VIA PIAZZA;TREVISO;VENETO;www.istruzionealtivole.it;12.136064;45.6113936
31100;TVIC87300D;TVIC87300D;IC TREVISO 4   STEFANINI;IC TREVISO 4   STEFANINI;TREVISO;ISTITUTO COMPRENSIVO;TVIC87300D@istruzione.it;VIALE III ARMATA 35;TREVISO;VENETO;Non Disponibile;12.2525314;45.6695945
35043;PDIC874007;PDEE87405D;DI MONSELICE ZANELLATO;MONSELICE - SOLARIO CINI;MONSELICE;SCUOLA PRIMARIA;PDIC874007@istruzione.it;VIA SOLARIO 5;PADOVA;VENETO;www.iczanellato.gov.it;11.747285;45.246213
35040;PDIC87700P;PDEE87701R;DI CASALE SCODOSIA SCULDASCIA;CASALE DI SCODOSIA-MARCONI;CASALE DI SCODOSIA;SCUOLA PRIMARIA;PDIC87700P@istruzione.it;PIAZZA MATTEOTTI32;PADOVA;VENETO;www.icsculdascia.it;11.466407;45.188191
35030;PDIC89700X;PDIC89700X;SELVAZZANO DENTRO I;SELVAZZANO DENTRO I;SELVAZZANO DENTRO;ISTITUTO COMPRENSIVO;PDIC89700X@istruzione.it;VIA GENOVA4;PADOVA;VENETO;Non Disponibile;11.814062;45.389987
31026;TVIC817005;TVMM817038;IC CAPPELLA MAGGIORE;SMS PERTINI SARMEDE (IC CAPP);SARMEDE;SCUOLA PRIMO GRADO;TVIC817005@istruzione.it;VIA        SANDRO PERTINI  2;TREVISO;VENETO;www.iccappellamaggiore.gov.it;12.3829469;45.9755135
31010;TVIC85200C;TVEE85203L;IC SUSEGANA;DON MILANI;SUSEGANA;SCUOLA PRIMARIA;TVIC85200C@istruzione.it;VIA TEMPIO VOTIVO;TREVISO;VENETO;www.icsusegana.gov.it;12.255956;45.8217851
31046;TVIC88400X;TVAA88401R;IC ODERZO;SCUOLA INFANZIA;ODERZO;SCUOLA INFANZIA;TVIC88400X@istruzione.it;VIA COMUNALE 102/B;TREVISO;VENETO;www.icoderzo.gov.it;12.1919303;45.6237115
37029;VRIC86900D;VRAA86901A;IC S.PIETRO IN CARIANO;COLOMBAROLI;SAN PIETRO IN CARIANO;SCUOLA INFANZIA;VRIC86900D@istruzione.it;PIAZZA XXV APRILE 12;VERONA;VENETO;WWW.ICSANPIETROINCARIANO.GOV.IT;10.9027208;45.487815
45100;ROIC81900G;ROEE81905T;ROVIGO 4;ALDO MORO - BOARA POLESINE;ROVIGO;SCUOLA PRIMARIA;ROIC81900G@istruzione.it;VIA CURTATONE;ROVIGO;VENETO;www.comprensivorovigo4.it;11.7956962;45.1070269
31033;TVIC81500D;TVAA81502B;IC CASTELFRANCO V.TO 1;SCUOLA MATERNA DI BORGO PADOVA;CASTELFRANCO VENETO;SCUOLA INFANZIA;TVIC81500D@istruzione.it;VIA MANZONI 25A;TREVISO;VENETO;iccastelfranco1.it;11.9393619;45.6634249
36030;VIIC81600L;VIAA81602E;IC COSTABISSARA  UNGARETTI;SS.ANGELI CUSTODI- COSTABISSARA;COSTABISSARA;SCUOLA INFANZIA;VIIC81600L@istruzione.it;VIA DANTE;VICENZA;VENETO;www.iccostabissara.gov.it;11.5268129;45.7470937
30175;VEIC87100T;VEIC87100T;I.C.   C.BASEGGIO;I.C.   C.BASEGGIO;VENEZIA;ISTITUTO COMPRENSIVO;VEIC87100T@istruzione.it;VIA TRIESTE  N. 203;VENEZIA;VENETO;Non Disponibile;12.1996963;45.4769396
30020;VEIC80500V;VEMM805021;GUGLIELMO MARCONI;SC. SEC. 1 GR. G. LEOPARDI;TORRE DI MOSTO;SCUOLA PRIMO GRADO;VEIC80500V@istruzione.it;VIA LEOPARDI;VENEZIA;VENETO;www.marconiceggia.gov.it;12.7302492;45.8153515
36040;VIIC89000E;VIMM89001G;I.C.  VAL LIONA   SOSSANO;SMS SOSSANO;SOSSANO;SCUOLA PRIMO GRADO;VIIC89000E@istruzione.it;VIA S.G.BOSCO  1;VICENZA;VENETO;www.icsossano.it;11.3900159;45.426886
36031;VIIC86000P;VIEE860062;IC DUEVILLE RONCALLI;DUEVILLE-VIA DEI BERSAGLIERI;DUEVILLE;SCUOLA PRIMARIA;VIIC86000P@istruzione.it;VIA DEI BERSAGLIERI 8;VICENZA;VENETO;ICRONCALLI.IT;11.55421;45.637312
36100;VITD09000X;VITD09000X;ITC G. PIOVENE;ITC G. PIOVENE;VICENZA;ISTITUTO TECNICO COMMERCIALE;VITD09000X@istruzione.it;CORSO SS.  FELICE E FORTUNATO 225;VICENZA;VENETO;www.itcpiovene.it;11.5357007;45.5453679
37066;VRIC85400Q;VRIC85400Q;IC  SOMMACAMPAGNA;IC  SOMMACAMPAGNA;SOMMACAMPAGNA;ISTITUTO COMPRENSIVO;VRIC85400Q@istruzione.it;VIA BASSA 6;VERONA;VENETO;Non Disponibile;10.8457729;45.4102041
30015;VEIC853008;VEIC853008;I.C. CHIOGGIA 2;I.C. CHIOGGIA 2;CHIOGGIA;ISTITUTO COMPRENSIVO;VEIC853008@istruzione.it;VIA S. MARCO 25;VENEZIA;VENETO;Non Disponibile;12.2920378;45.2158898
35010;PDIC84900E;PDEE84901L;I.C. VIGONZA DON L. MILANI;VIGONZA-CODIVERNO;VIGONZA;SCUOLA PRIMARIA;PDIC84900E@istruzione.it;VIA CAMPOLINO2;PADOVA;VENETO;www.donlorenzomilanivigonza.net;11.94913;45.47417
32047;BLIC82500Q;BLAA82504Q;IC S. STEFANO DI CADORE;SCUOLA MATERNA SAPPADA;SAPPADA;SCUOLA INFANZIA;BLIC82500Q@istruzione.it;BORGATA BACH 181;BELLUNO;VENETO;www.icsantostefanodicadore.it;12.6866817;46.5672136
31056;TVIC875005;TVIC875005;IC RONCADE;IC RONCADE;RONCADE;ISTITUTO COMPRENSIVO;TVIC875005@istruzione.it;VIA VIVALDI 24;TREVISO;VENETO;Non Disponibile;12.3809647;45.6304743
31015;TVIC86900T;TVAA86902Q;IC CONEGLIANO 1 GRAVA;MATTEOTTI;CONEGLIANO;SCUOLA INFANZIA;TVIC86900T@istruzione.it;S. GIUSEPPE 4;TREVISO;VENETO;www.icconegliano1grava.gov.it;12.308517;45.884045
37018;VRIC84100N;VREE84101Q;IC MALCESINE;MALCESINE;MALCESINE;SCUOLA PRIMARIA;VRIC84100N@istruzione.it;VIA NAVENE VECCHIA 34;VERONA;VENETO;www.icsmalcesine.gov.it;10.8206;45.7809
36071;VIIC87900Q;VIEE87901T;I.C. 2  GOFFREDO  PARISE;SAN BORTOLO;ARZIGNANO;SCUOLA PRIMARIA;VIIC87900Q@istruzione.it;VIA UMBRIA 10;VICENZA;VENETO;www.icparise.gov.it;11.3375449;45.5108176
35045;PDIC831009;PDMM83104D;ISTITUTO COMPRENSIVO  PONSO;OSPEDALETTO SEZ. DI PONSO;OSPEDALETTO EUGANEO;SCUOLA PRIMO GRADO;PDIC831009@istruzione.it;VIA ALDO MORO 4;PADOVA;VENETO;www.ic-ponso.it;11.6101883;45.2242897
31053;TVIC84200T;TVIC84200T;IC PIEVE DI SOLIGO;IC PIEVE DI SOLIGO;PIEVE DI SOLIGO;ISTITUTO COMPRENSIVO;TVIC84200T@istruzione.it;VIA BATTISTELLA  3;TREVISO;VENETO;Non Disponibile;12.168607;45.904561
31037;TVIC824008;TVEE82402B;IC LORIA E CASTELLO DI GODEGO;GIACOMO ZANELLA - CASTIONE;LORIA;SCUOLA PRIMARIA;TVIC824008@istruzione.it;VIA CASTIGLIONE 4;TREVISO;VENETO;www.icloria.it;11.8319615;45.6957242
37129;VRIC88900P;VREE88902T;IC VR 18 VERONETTA- PORTO;RUBELE B.;VERONA;SCUOLA PRIMARIA;VRIC88900P@istruzione.it;VIA INTERRATO ACQUA MORTA 68;VERONA;VENETO;www.comprensivovr18.it;11.00391;45.44464
37020;VRIC86400A;VREE86403E;IC NEGRAR;FANE;NEGRAR;SCUOLA PRIMARIA;VRIC86400A@istruzione.it;VIA CHIESA;VERONA;VENETO;www.icnegrar.org;10.9118938;45.5330575
35017;PDIC86300R;PDEE86301V;DI PIOMBINO DESE;PIOMBINO DESE-A. STIFFONI;PIOMBINO DESE;SCUOLA PRIMARIA;PDIC86300R@istruzione.it;VIA DANTE 11;PADOVA;VENETO;http//www.icpiombinodese.it.gov;11.9940959;45.6098746
45018;ROIC81300L;ROIC81300L;PORTO TOLLE;PORTO TOLLE;PORTO TOLLE;ISTITUTO COMPRENSIVO;ROIC81300L@istruzione.it;VIA BRUNETTI 17;ROVIGO;VENETO;Non Disponibile;12.3309966;44.949704
37054;VRIC857007;VREE85702A;IC NOGARA;CASELLE;NOGARA;SCUOLA PRIMARIA;VRIC857007@istruzione.it;VIA CASELLE;VERONA;VENETO;www.icnogara.gov.it;11.0721456;45.1688349
37128;VRIC880008;VREE88002B;IC VR 09 VALDONEGA;NIEVO IPPOLITO;VERONA;SCUOLA PRIMARIA;VRIC880008@istruzione.it;VIA IPPOLITO NIEVO 1;VERONA;VENETO;www.istitutocomprensivovaldonega.it;10.9974683;45.4508875
35123;PDPS02000C;PDPS02000C;L.S. FERMI-PD;L.S. FERMI-PD;PADOVA;LICEO SCIENTIFICO;PDPS02000C@istruzione.it;C.SO VITTORIO EMANUELE II 50;PADOVA;VENETO;http://www.liceofermipadova.gov.it;11.8736994;45.3968926
36070;VIIC819004;VIEE819016;IC  A. FOGAZZARO TRISSINO;TRISSINO - CAP.;TRISSINO;SCUOLA PRIMARIA;VIIC819004@istruzione.it;VIA DANTE;VICENZA;VENETO;www.icsfogazzarotrissino.it;11.3711342;45.5641558
36065;VIIC80700T;VIMM80701V;IC MUSSOLENTE  GIARDINO;SMS GIARDINO MUSSOLENTE;MUSSOLENTE;SCUOLA PRIMO GRADO;VIIC80700T@istruzione.it;VIA        PIO X               2;VICENZA;VENETO;www.comprensivomussolente.com;11.80258;45.78043
32033;BLIC815005;BLMM815016;IC LAMON  MONS. F. FIORENZA;MONS. F. FIORENZA LAMON;LAMON;SCUOLA PRIMO GRADO;BLIC815005@istruzione.it;VIA FERD 54;BELLUNO;VENETO;www.iclamon.org;11.74908;46.03994
45100;ROIS008009;RORC008018;I.I.S. E. DE AMICIS - ROVIGO;I.P.S.S.C.T. MARCO POLO - ROVIGO;ROVIGO;IST  PROF  PER I SERVIZI COMMERCIALI;ROIS008009@istruzione.it;VIA DE GASPERI 17;ROVIGO;VENETO;www.iisdeamicis-rovigo.gov.it;11.79353;45.08079
35010;PDIC861005;PDEE861039;DI BORGORICCO;BORGORICCO-MAZZONETTO;BORGORICCO;SCUOLA PRIMARIA;PDIC861005@istruzione.it;VIA DESMAN;PADOVA;VENETO;http://icborgoricco.net;11.9735725;45.5294012
31049;TVIS004007;TVIS004007;IS VERDI;IS VERDI;VALDOBBIADENE;ISTITUTO SUPERIORE;TVIS004007@istruzione.it;VIA V.FORTUNATO 21;TREVISO;VENETO;www.isissverdi.it;11.9975238;45.8985538
32021;BLIS00600E;BLPS006011;ISTITUTO ISTRUZIONE SUPERIORE FOLLADOR;LICEO SCIENTIFICO U. FOLLADOR;AGORDO;LICEO SCIENTIFICO;BLIS00600E@istruzione.it;VIA INSURREZIONE 19/A;BELLUNO;VENETO;www.follador.gov.it;12.0321034;46.2846347
31041;TVIC85100L;TVIC85100L;IC CORNUDA;IC CORNUDA;CORNUDA;ISTITUTO COMPRENSIVO;TVIC85100L@istruzione.it;VIA VERDI 16;TREVISO;VENETO;Non Disponibile;12.0058937;45.8340895
36050;VIIC81600L;VIAA81601D;IC COSTABISSARA  UNGARETTI;IC COSTABISSARA - MONTEVIALE;MONTEVIALE;SCUOLA INFANZIA;VIIC81600L@istruzione.it;VIA DONESTRA 13;VICENZA;VENETO;www.iccostabissara.gov.it;11.45795;45.55991
37054;VRIC857007;VRMM857018;IC NOGARA;NOGARA - F. CIPRIANI;NOGARA;SCUOLA PRIMO GRADO;VRIC857007@istruzione.it;VIA        GALILEO  GALILEI    6;VERONA;VENETO;www.icnogara.gov.it;11.062897;45.1763941
30014;VEIC85500X;VEEE855012;I.C. CAVARZERE;DANTE ALIGHIERI;CAVARZERE;SCUOLA PRIMARIA;VEIC85500X@istruzione.it;VIA DANTE ALIGHIERI 11;VENEZIA;VENETO;www.comprensivocavarzere.it;12.0878122;45.1343559
35031;PDIC85000P;PDEE85002T;ISTIT. COMPRENS. ABANO TERME;ABANO-MANZONI;ABANO TERME;SCUOLA PRIMARIA;PDIC85000P@istruzione.it;VIA QUATTRO NOVEMBRE 2;PADOVA;VENETO;www.icsabano.it;11.8727739;45.3957815
